00010 785366
00010 817254
00001 845464
00010 891962
00001 902926
00010 933336
00001 945578
00001 1094614
00001 1100662
00001 1116584
00001 1158948
00001 1233176
00010 1311460
00001 1331748
00001 1340414
00001 1641948
00010 1703056
00001 1741100
00010 1758298
00010 1764420
00001 1829922
00010 1982346
00010 1996382
00010 2001342
00001 2098684
00001 2120626
00010 2144744
00001 2188418
00001 2195246
00001 2209170
00001 2221378
00010 2271246
00001 2343258
00001 2364364
00001 2393620
00001 2398142
00001 2448014
00001 2492784
00001 2527332
00001 2541836
00001 2544716
00001 2632534
00001 2643868
00001 2707008
00010 2793774
00010 2802272
00001 2869430
00001 2927738
00001 2929336
00001 2954570
00001 2956700
00001 3037950
00001 3095440
00001 3108390
00001 3114428
00001 3119386
00001 3122882
00001 3128410
00001 3138992
00001 3168860
00001 3200364
00010 3224402
00001 3274870
00010 3276254
00001 3285806
00010 3381478
00010 3454338
00010 3474064
00001 3584090
00001 3651536
00010 3692960
00001 3706490
00010 3709912
00001 3725932
00010 3773776
00001 3780966
00001 3788962
00001 3800542
00001 3813388
00001 3823360
00001 3862346
00001 3927440
00001 3985992
00001 3996136
00010 4011916
00010 4022276
00001 4042330
00001 4094690
00010 4109310
00001 4119974
00001 4182042
00010 4216956
00010 4237168
00010 4239740
00001 4336268
00001 4344368
00010 4379690
00001 4423794
00001 4436728
00001 4456686
00001 4488402
00001 4495872
00010 4535048
00001 4670158
00001 4677718
00001 4849420
00010 4879588
00001 4944358
00001 4994872
00010 5000198
00001 5019342
00001 5026228
00001 5028128
00001 5033614
00001 5111742
00001 5326412
00001 5363790
00001 5366660
00001 5381054
00001 5391900
00001 5399148
00001 5433880
00001 5439710
00010 5471880
00001 5476350
00001 5500224
00001 5529222
00001 5724000
00001 5748096
00001 5763294
00001 5782654
00001 5800086
00010 5857584
00001 5860794
00001 5870762
00001 5874106
00001 5909100
00001 6013058
00001 6069332
00001 6101866
00001 6163538
00010 6201424
00010 6205730
00001 6239402
00001 6303016
00001 6382686
00001 6416468
00010 6441038
00001 6467592
00001 6538426
00010 6615862
00001 6737650
00010 6753872
00010 6819044
00001 6845202
00010 6848932
00001 6871830
00001 6906802
00001 6976822
00010 6992438
00010 7051048
00001 7083956
00001 7107120
00001 7188892
00001 7191204
00010 7215420
00001 7272206
00001 7296674
00010 7304600
00001 7340120
00010 7357132
00001 7358198
00001 7405508
00001 7418388
00001 7455918
00010 7576496
00001 7591730
00001 7606312
00001 7634670
00001 7636074
00001 7658702
00001 7713636
00001 7758000
00001 7794750
00010 7875452
00001 7911338
00001 8087924
00010 8124408
00001 8168392
00001 8179958
00010 8193570
00001 8204224
00001 8221236
00001 8310664
00010 8340002
00001 8382210
00010 8399014
00010 8431046
00001 8451562
00001 8524284
00001 8683344
00001 8716504
00010 8720170
00001 8735964
00001 8768442
00001 8785874
00001 8791214
00010 8818410
00001 8828370
00001 8870962
00001 9000710
00001 9018522
00001 9166734
00001 9175124
00010 9180084
00001 9210398
00001 9218546
00010 9225276
00001 9298364
00001 9301874
00001 9318102
00010 9342056
00001 9430482
00010 9473186
00010 9506972
00001 9573658
00001 9593946
00001 9603866
00001 9608288
00010 9648550
00010 9656620
00001 9679170
00010 9707580
00010 9786262
00001 9852278
00001 10093696
00010 10112956
00001 10122230
00001 10123106
00001 10124770
00010 10147270
00010 10172916
00001 10176896
00010 10208282
00001 10211436
00001 10284522
00001 10309082
00001 10322030
00001 10375284
00001 10572516
00001 10637756
00001 10642948
00001 10650628
00001 10662826
00001 10666470
00010 10672238
00001 10692594
00001 10695650
00001 10709236
00001 10717368
00010 10751494
00001 10791618
00010 10822544
00001 10830204
00001 10887590
00001 10903974
00010 10933946
00001 10948312
00001 11131874
00001 11144672
00001 11183332
00001 11185228
00001 11186772
00001 11302224
00010 11338580
00010 11352310
00010 11394870
00001 11431060
00001 11499358
00010 11601710
00001 11604858
00001 11606398
00010 11628738
00001 11638534
00001 11642236
00001 11719992
00001 11728400
00010 11732418
00001 11788902
00001 11803370
00001 11864750
00001 11868902
00001 11892554
00001 11958606
00001 11975304
00010 12035668
00001 12086334
00001 12208598
00001 12236654
00001 12346406
00001 12382272
00001 12446632
00010 12488666
00001 12560574
00001 12622222
00001 12633808
00001 12666542
00001 12873854
00010 12930016
00001 12963242
00001 12993958
00010 13015910
00001 13072202
00001 13102794
00010 13186074
00001 13225734
00010 13260114
00001 13261246
00001 13312658
00010 13329368
00001 13344356
00010 13426650
00001 13429680
00001 13439106
00001 13442730
00001 13472544
00001 13570770
