00010 2100092
00010 14573402
00010 16413794
00010 21088288
00010 22049068
00010 29807610
00010 30746018
00010 34358896
00010 35931482
00010 36582394
00010 41592222
00010 41828344
00010 45283200
00010 48791978
00010 52404534
00010 57733650
00010 58182902
00010 58711302
00010 58852608
00010 61505504
00010 65550304
00010 72587120
00010 72699486
00010 73236898
00010 75741538
00010 76199444
00010 79425732
00010 84853798
00010 87673814
00010 88490772
00010 90149922
00010 90924204
00010 91288888
00010 92118544
00010 92902098
00010 96337754
00010 96511878
00010 99232926
00010 103376478
00010 108848848
00010 114379608
00010 115072298
00010 118641858
00010 118644190
00010 120464748
00010 121340740
00010 125563986
00010 138010412
00010 138702814
00010 140243882
00010 145129254
00010 146044614
00010 146555406
00010 146841670
00010 148209100
00010 149686530
00010 150419020
00010 151004096
00010 155576622
00010 156139506
00010 160887214
00010 163988458
00010 164769756
00010 170097192
00010 178446806
00010 183188526
00010 184358490
00010 186408048
00010 190353728
00010 190941940
00010 191378222
00010 196558314
00010 199505646
00010 199940274
00010 202301650
00010 203769616
00010 207723644
00010 207739636
00010 208105804
00010 211660318
00010 212604594
00010 213816602
00010 214001678
00010 215889954
00010 216695236
00010 219015278
00010 219345988
00010 220559086
00010 221945906
00010 226085284
00010 226433968
00010 230058952
00010 232476864
00010 239447534
00010 243308832
00010 245900924
00010 248377302
00010 250877070
00010 251815456
00010 252285760
00010 252900378
00010 254122170
00010 254958742
00010 255683968
00010 255931832
00010 257556320
00010 258031666
00010 258036942
00010 259071768
00010 261056456
00010 261775762
00010 261778508
00010 262666996
00010 265922078
00010 266894022
00010 274203258
00010 278594194
00010 280596640
00010 281273958
00010 290226772
00010 294234904
00010 294528450
00010 295037372
00010 297478770
00010 298059026
00010 298988740
00010 300258300
00010 301672322
00010 305013842
00010 305806958
00010 308713754
00010 309012582
00010 311797698
00010 312081840
00010 312694964
00010 314374722
00010 315973760
00010 316841556
00010 318641860
00010 321245046
00010 321289928
00010 324726780
00010 324977982
00010 325385628
00010 326948456
00010 329197324
00010 330340868
00010 333199928
00010 333429190
00010 333985568
00010 335520586
00010 337356904
00010 337618390
00010 339891038
00010 342194120
00010 342908850
00010 343743002
00010 350270020
00010 355597260
00010 356413796
00010 356605664
00010 359096172
00010 360157648
00010 360983954
00010 363257874
00010 364329668
00010 364568974
00010 364627906
00010 365199746
00010 365373464
00010 368157006
00010 370858860
00010 371234238
00010 372679100
00010 372720014
00010 373716240
00010 373895994
00010 376499854
00010 381460996
00010 385010526
00010 394217090
00010 395726230
00010 399299452
00010 399400756
00010 403069130
00010 406862064
00010 407219936
00010 410211810
00010 410860372
00010 411826252
00010 414098030
00010 415480578
00010 416966726
00010 418013910
00010 418015268
00010 418157236
00010 418864078
00010 424223660
00010 424528448
00010 426766886
00010 428258944
00010 428755306
00010 430077932
00010 431801528
00010 432805650
00010 432837482
00010 435724828
00010 435741362
00010 437680674
00010 439290978
00010 439734186
00010 440632354
00010 445401626
00010 446294090
00010 449150818
00010 452252678
00010 452601208
00010 452602518
00010 453570092
00010 456817794
00010 457800744
00010 461140794
00010 463186102
00010 465873066
00010 467663456
00010 469580942
00010 474096126
00010 476335048
00010 476740500
00010 478156692
00010 479075092
00010 480593586
00010 482648342
00010 484658364
00010 486082968
00010 486928714
00010 486981430
00010 490691030
00010 497460776
00010 499440074
00010 506726954
00010 511207324
00010 513283622
00010 513635224
00010 515510190
00010 516229664
00010 521062588
00010 523202746
00010 524695610
00010 525182600
00010 530992716
00010 532400712
00010 534406796
00010 534556658
00010 536086252
00010 538872958
00010 539725306
00010 542814332
00010 543319574
00010 545193146
00010 547724114
00010 557406006
00010 558536680
00010 558728732
00010 563229862
00010 564737352
00010 565077550
00010 566801020
00010 568063264
00010 569998666
00010 571630942
00010 572865042
00010 577598296
00010 578069788
00010 579044514
00010 581127752
00010 581531778
00010 582403078
00010 582659966
00010 583627164
00010 585608894
00010 588221546
00010 588583940
00010 588619936
00010 591347982
00010 591514694
00010 599509778
00010 602498202
00010 603559086
00010 609502008
00010 610698790
00010 611025260
00010 614080338
00010 618304878
00010 622048440
00010 625471208
00010 626200314
00010 627654144
00010 628049844
00010 628652416
00010 630441042
00010 635270158
00010 637925212
00010 638977622
00010 640061376
00010 644843008
00010 644961580
00010 644968642
00010 646273830
00010 649363720
00010 649497190
00010 651415660
00010 651697640
00010 651951638
00010 660341008
00010 661009238
00010 663698284
00010 665821804
00010 666431226
00010 667527102
00010 671035616
00010 671104934
00010 671933408
00010 672207416
00010 672413598
00010 675589810
00010 677461660
00010 679573568
00010 680266930
00010 681069042
00010 688195066
00010 693418008
00010 697679288
00010 698172904
00010 699475678
00010 700606494
00010 701931122
00010 704186432
00010 708223622
00010 708425674
00010 710690474
00010 713579090
00010 713623332
00010 715882554
00010 719266230
00010 722049980
00010 723980154
00010 725243838
00010 726511856
00010 728833482
00010 729787322
00010 735879834
00010 737297892
00010 742026442
00010 742066918
00010 743820860
00010 744088336
00010 746744726
00010 750092514
00010 755337920
00010 756499066
00010 761555758
00010 762386860
00010 762738156
00010 762935956
00010 766123774
00010 767067080
00010 768979744
00010 770222028
00010 770705180
00010 777256664
00010 777719638
00010 777725438
00010 777849550
00010 779849262
00010 782936104
00010 782999748
00010 784035662
00010 785551772
00010 786214798
00010 789555920
00010 790263514
00010 790306718
00010 790430764
00010 791913590
00010 792324046
00010 795406442
00010 797901944
00010 801172626
00010 801683376
00010 802803058
00010 803722884
00010 808891308
00010 812439914
00010 816036028
00010 817313498
00010 820076088
00010 820551148
00010 824391906
00010 826059344
00010 826495812
00010 836061988
00010 840160456
00010 840956384
00010 844874262
00010 845006968
00010 847278140
00010 848271798
00010 849605894
00010 852917540
00010 857954884
00010 858376260
00010 858560590
00010 862466804
00010 865745192
00010 865776618
00010 866204280
00010 867583552
00010 867932094
00010 868254318
00010 871794714
00010 873256098
00010 873497294
00010 873887006
00010 877409094
00010 878332670
00010 878511932
00010 879588122
00010 886419112
00010 886975380
00010 887641418
00010 888881702
00010 890340780
00010 900916994
00010 901666324
00010 902932468
00010 907325814
00010 909577790
00010 910673314
00010 915723602
00010 918225382
00010 919939666
00010 923837566
00010 924362056
00010 928171188
00010 928211166
00010 929123678
00010 929981460
00010 930478580
00010 932008746
00010 932316518
00010 934176478
00010 934329558
00010 934481746
00010 935314630
00010 936518322
00010 936701128
00010 937217342
00010 937902352
00010 938635582
00010 939530794
00010 939593940
00010 939748088
00010 940205144
00010 940509568
00010 944407932
00010 945461304
00010 946551084
00010 947461296
00010 949669820
00010 950809704
00010 953674516
00010 954786822
00010 956144880
00010 958426446
00010 960920946
00010 961498682
00010 961602694
00010 963110112
00010 964494492
00010 965333610
00010 967371678
00010 969013372
00010 969763456
00010 971331568
00010 973817446
00010 976666734
00010 977578408
00010 980251540
00010 981181844
00010 981702918
00010 983315184
00010 985237032
00010 986413162
00010 989938166
00010 991244478
00010 992038224
00010 993526344
00010 993767968
00010 993944108
00010 994857470
00010 996380522
00010 996811642
00010 926740
00010 1821428
00010 2078084
00010 4706464
00010 6950216
00010 7884252
00010 11091496
00010 17776800
00010 18054090
00010 18785152
00010 21352286
00010 22312346
00010 22574036
00010 24646986
00010 26905140
00010 28035296
00010 29152612
00010 29732736
00010 30413618
00010 31078648
00010 31788730
00010 33345874
00010 39011904
00010 39366410
00010 41125568
00010 42875070
00010 46506812
00010 47188434
00010 50385554
00010 50637650
00010 52045098
00010 52778460
00010 53232786
00010 54443332
00010 55699306
00010 58881486
00010 58907500
00010 62129006
00010 62306460
00010 62807202
00010 63047612
00010 63555558
00010 65507644
00010 67715728
00010 69410520
00010 69755512
00010 72363514
00010 73703010
00010 76624142
00010 77031848
00010 77083444
